train_loss,step,epoch,100_accratio,the_val_loss,val_loss,2000_accratio,1000_accratio,500_accratio
570283.759234845,11799,0,,,,,,
581222.7972087917,11849,0,,,,,,
573998.0550257136,11899,0,,,,,,
584453.1483625756,11949,0,,,,,,
659517.5502858895,11999,0,,,,,,
,11999,0,0.009925110265612602,4563.61083984375,583246.8563419647,0.35342416167259216,0.18979518115520477,0.09149147570133209
586851.4263740357,12049,0,,,,,,
578725.7605702739,12099,0,,,,,,
636020.9775867963,12149,0,,,,,,
503640.3405655055,12199,0,,,,,,
579104.7245723358,12249,0,,,,,,
562929.977288824,12299,0,,,,,,
564633.0071522822,12349,0,,,,,,
531845.9776920107,12399,0,,,,,,
585059.493604649,12449,0,,,,,,
578942.7332398113,12499,0,,,,,,
541041.6108701293,12549,0,,,,,,
537611.2963089535,12599,0,,,,,,
513389.9638298477,12649,0,,,,,,
631107.955157233,12699,0,,,,,,
543524.2622630707,12749,0,,,,,,
597262.8463226107,12799,0,,,,,,
529776.6013862835,12849,0,,,,,,
521979.23437335633,12899,0,,,,,,
494375.29800048744,12949,0,,,,,,
566514.26040489,12999,0,,,,,,
623630.8819200305,13049,0,,,,,,
598082.533615939,13099,0,,,,,,
611541.386111634,13149,0,,,,,,
635173.2837473347,13199,0,,,,,,
574682.8618674579,13249,0,,,,,,
591002.2324380921,13299,0,,,,,,
530379.0324344935,13349,0,,,,,,
600355.587289413,13399,0,,,,,,
640953.9789746962,13449,0,,,,,,
569792.9643662937,13499,0,,,,,,
596118.8415798882,13549,0,,,,,,
592201.0185940134,13599,0,,,,,,
543760.8900288241,13649,0,,,,,,
654810.8927112218,13699,0,,,,,,
635054.8317470958,13749,0,,,,,,
618747.6817454933,13799,0,,,,,,
554946.2960236573,13849,0,,,,,,
567947.7039428869,13899,0,,,,,,
554489.416614501,13949,0,,,,,,
594290.4978818407,13999,0,,,,,,
659222.1690666204,14049,0,,,,,,
568376.7309402226,14099,0,,,,,,
644442.8923009605,14149,0,,,,,,
599571.2024721005,14199,0,,,,,,
686140.7492687558,14249,0,,,,,,
579949.8261197188,14299,0,,,,,,
625411.2320972135,14349,0,,,,,,
636426.1069544684,14399,0,,,,,,
571011.8123064715,14449,0,,,,,,
584416.824725126,14499,0,,,,,,
580052.9279634993,14549,0,,,,,,
582680.9975406545,14599,0,,,,,,
508249.09299602365,14649,0,,,,,,
629880.0612870727,14699,0,,,,,,
670963.7293901735,14749,0,,,,,,
608542.6352494623,14799,0,,,,,,
541584.1501788704,14849,0,,,,,,
572705.2710480874,14899,0,,,,,,
558040.0002894603,14949,0,,,,,,
603459.0611582816,14999,0,,,,,,
549520.1521206076,15049,0,,,,,,
627601.5958243118,15099,0,,,,,,
617668.8757105945,15149,0,,,,,,
614413.6455965852,15199,0,,,,,,
529174.8081647856,15249,0,,,,,,
672133.0536344275,15299,0,,,,,,
633162.3878433323,15349,0,,,,,,
640682.4707255458,15399,0,,,,,,
598407.3530641913,15449,0,,,,,,
640930.4657103885,15499,0,,,,,,
551948.6983180987,15549,0,,,,,,
635175.3374975531,15599,0,,,,,,
534566.7126680028,15649,0,,,,,,
558051.4735918085,15699,0,,,,,,
607818.7419216366,15749,0,,,,,,
631078.9986607542,15799,0,,,,,,
599158.9977333492,15849,0,,,,,,
599930.0864879122,15899,0,,,,,,
590749.9910289806,15949,0,,,,,,
581437.1386886478,15999,0,,,,,,
,15999,0,0.0069024632684886456,4587.5087890625,586355.0141673856,0.33749887347221375,0.1821257770061493,0.08779211342334747
638852.3490216482,16049,0,,,,,,
582129.9735372164,16099,0,,,,,,
569360.1339786238,16149,0,,,,,,
566333.0765568294,16199,0,,,,,,
559514.144978552,16249,0,,,,,,
624189.16972204,16299,0,,,,,,
581446.920157884,16349,0,,,,,,
627514.6911651934,16399,0,,,,,,
604363.0000577078,16449,0,,,,,,
559969.4398714813,16499,0,,,,,,
500197.69605564815,16549,0,,,,,,
580402.5145685968,16599,0,,,,,,
562674.2678957228,16649,0,,,,,,
665141.568875361,16699,0,,,,,,
574424.8474275932,16749,0,,,,,,
609245.7480876128,16799,0,,,,,,
548445.0714045563,16849,0,,,,,,
662798.001425342,16899,0,,,,,,
580815.2221232825,16949,0,,,,,,
582998.942412713,16999,0,,,,,,
507531.9269454082,17049,0,,,,,,
637938.2551151975,17099,0,,,,,,
549238.2634804186,17149,0,,,,,,
612551.2939317975,17199,0,,,,,,
616394.6555303439,17249,0,,,,,,
510758.09826679266,17299,0,,,,,,
589347.4677460026,17349,0,,,,,,
593537.4728684768,17399,0,,,,,,
625933.3225392158,17449,0,,,,,,
605104.3064993026,17499,0,,,,,,
602222.3861868248,17549,0,,,,,,
586717.8225726679,17599,0,,,,,,
582436.7812745395,17649,0,,,,,,
550979.5624050618,17699,0,,,,,,
656070.6680137534,17749,0,,,,,,
607701.8441121199,17799,0,,,,,,
608388.2784042293,17849,0,,,,,,
565325.9926370764,17899,0,,,,,,
527982.7781238197,17949,0,,,,,,
558162.4114211834,17999,0,,,,,,
649442.5157048599,18049,0,,,,,,
570180.4370819367,18099,0,,,,,,
608365.1030019589,18149,0,,,,,,
632728.4512734769,18199,0,,,,,,
614864.4321742796,18249,0,,,,,,
693310.620119428,18299,0,,,,,,
618630.2835744465,18349,0,,,,,,
698363.3846202984,18399,0,,,,,,
564855.4180136125,18449,0,,,,,,
583404.8608228444,18499,0,,,,,,
638126.8211463563,18549,0,,,,,,
611272.1543155828,18599,0,,,,,,
604563.8245749638,18649,0,,,,,,
609861.4628714784,18699,0,,,,,,
558836.7394041478,18749,0,,,,,,
627563.2225076285,18799,0,,,,,,
610757.7320494527,18849,0,,,,,,
658045.20981294,18899,0,,,,,,
642429.0474069548,18949,0,,,,,,
566459.0304552817,18999,0,,,,,,
646201.5508413154,19049,0,,,,,,
606684.4454318605,19099,0,,,,,,
654790.9803348833,19149,0,,,,,,
617922.8856756977,19199,0,,,,,,
558413.5446398542,19249,0,,,,,,
523743.86245955626,19299,0,,,,,,
657204.1316146514,19349,0,,,,,,
570210.5342716423,19399,0,,,,,,
650055.4214195037,19449,0,,,,,,
668830.6066587042,19499,0,,,,,,
597201.3321512264,19549,0,,,,,,
618034.9708772161,19599,0,,,,,,
605328.5779769288,19649,0,,,,,,
568460.5713354824,19699,0,,,,,,
503008.73013240343,19749,0,,,,,,
532628.0105052448,19799,0,,,,,,
540043.2461285365,19849,0,,,,,,
629449.4792630379,19899,0,,,,,,
574723.4105836407,19949,0,,,,,,
540932.6350333603,19999,0,,,,,,
,19999,0,0.008255887776613235,4549.8525390625,581167.9987211798,0.3468826115131378,0.17892266809940338,0.07759632170200348
487672.91992169793,20049,0,,,,,,
577430.9595762466,20099,0,,,,,,
554844.497117998,20149,0,,,,,,
559941.6209328818,20199,0,,,,,,
626659.0578247654,20249,0,,,,,,
606662.545720903,20299,0,,,,,,
639132.0969071372,20349,0,,,,,,
554617.7667127567,20399,0,,,,,,
525563.1071892355,20449,0,,,,,,
515631.94277910946,20499,0,,,,,,
636110.7788431037,20549,0,,,,,,
536516.6874308102,20599,0,,,,,,
606442.742515244,20649,0,,,,,,
532575.4709259528,20699,0,,,,,,
550366.5371377319,20749,0,,,,,,
541621.8431802847,20799,0,,,,,,
566013.2728509981,20849,0,,,,,,
617071.7957979408,20899,0,,,,,,
546868.6775476942,20949,0,,,,,,
509829.7800507614,20999,0,,,,,,
631986.7101740866,21049,0,,,,,,
596979.1130550217,21099,0,,,,,,
552859.069033979,21149,0,,,,,,
532172.4176201724,21199,0,,,,,,
564141.156784421,21249,0,,,,,,
634954.8276322221,21299,0,,,,,,
611765.4702611291,21349,0,,,,,,
640171.451119529,21399,0,,,,,,
558229.9034906448,21449,0,,,,,,
568030.7056333129,21499,0,,,,,,
610000.4786311632,21549,0,,,,,,
618718.4802949993,21599,0,,,,,,
549120.3333464242,21649,0,,,,,,
601973.7705142464,21699,0,,,,,,
576596.090551156,21749,0,,,,,,
551134.3321714533,21799,0,,,,,,
655627.1125749868,21849,0,,,,,,
538296.221137201,21899,0,,,,,,
641341.4766828555,21949,0,,,,,,
525436.8919239419,21999,0,,,,,,
560144.5650173282,22049,0,,,,,,
632222.9994120452,22099,0,,,,,,
509577.4641370329,22149,0,,,,,,
502888.9114241501,22199,0,,,,,,
632837.7476324283,22249,0,,,,,,
613655.3146907797,22299,0,,,,,,
610784.5685962936,22349,0,,,,,,
579412.8286707381,22399,0,,,,,,
629411.7535597541,22449,0,,,,,,
600692.9567608918,22499,0,,,,,,
611706.0858167373,22549,0,,,,,,
649890.7164625969,22599,0,,,,,,
569941.1018129687,22649,0,,,,,,
570809.9996433374,22699,0,,,,,,
641882.1671760852,22749,0,,,,,,
570403.251051059,22799,0,,,,,,
592236.9298164403,22849,0,,,,,,
607580.3551627807,22899,0,,,,,,
614391.4287059922,22949,0,,,,,,
656448.0615982933,22999,0,,,,,,
559303.7801654083,23049,0,,,,,,
618196.4284520273,23099,0,,,,,,
579809.8969802324,23149,0,,,,,,
560035.6893898423,23199,0,,,,,,
656140.9872212807,23249,0,,,,,,
571951.0646173836,23299,0,,,,,,
588123.4470062988,23349,0,,,,,,
523006.0324929694,23399,0,,,,,,
586395.3518230116,23449,0,,,,,,
583434.7778553071,23499,0,,,,,,
620352.9498166994,23549,0,,,,,,
569419.335762877,23599,0,,,,,,
611562.6295422715,23649,0,,,,,,
527291.5150073328,23699,0,,,,,,
559654.0650923792,23749,0,,,,,,
593485.9369587261,23799,0,,,,,,
553463.9702803046,23849,0,,,,,,
583401.9884534405,23899,0,,,,,,
564165.6643964516,23949,0,,,,,,
540002.3111462662,23999,0,,,,,,
,23999,0,0.006586664356291294,4520.16748046875,577540.21618828,0.36596590280532837,0.20454750955104828,0.09370206296443939
609873.8040280666,24049,0,,,,,,
547379.8926433042,24099,0,,,,,,
593444.7961895001,24149,0,,,,,,
560655.4524483347,24199,0,,,,,,
612343.2735464157,24249,0,,,,,,
614375.2509479279,24299,0,,,,,,
545442.5739117911,24349,0,,,,,,
594694.963337878,24399,0,,,,,,
624700.2393559146,24449,0,,,,,,
558099.6567211355,24499,0,,,,,,
548185.2138148663,24549,0,,,,,,
557887.0193384491,24599,0,,,,,,
578054.9945697206,24649,0,,,,,,
462503.17596565647,24699,0,,,,,,
584613.1545160145,24749,0,,,,,,
631584.4666027353,24799,0,,,,,,
573466.370858611,24849,0,,,,,,
632499.2129986307,24899,0,,,,,,
585735.7976483144,24949,0,,,,,,
575427.3333809597,24999,0,,,,,,
557042.350054293,25049,0,,,,,,
632359.7570865399,25099,0,,,,,,
591804.5815167116,25149,0,,,,,,
570337.3446831055,25199,0,,,,,,
500056.91427692916,25249,0,,,,,,
599390.7873824759,25299,0,,,,,,
621730.0314531351,25349,0,,,,,,
670440.9342867329,25399,0,,,,,,
536893.8486273617,25449,0,,,,,,
665915.9728784149,25499,0,,,,,,
564450.5166190088,25549,0,,,,,,
620570.4389063502,25599,0,,,,,,
542600.2145216056,25649,0,,,,,,
597831.0570757674,25699,0,,,,,,
543507.2476968192,25749,0,,,,,,
579787.337324711,25799,0,,,,,,
523579.80140721257,25849,0,,,,,,
576977.2059067376,25899,0,,,,,,
579454.7809214309,25949,0,,,,,,
510596.3007899248,25999,0,,,,,,
565436.6003708555,26049,0,,,,,,
561197.7907732836,26099,0,,,,,,
571549.047719302,26149,0,,,,,,
536237.2041809694,26199,0,,,,,,
555457.6373848821,26249,0,,,,,,
599252.8427390871,26299,0,,,,,,
611450.7315905266,26349,0,,,,,,
560946.8801255734,26399,0,,,,,,
582196.3832548923,26449,0,,,,,,
612545.1992078518,26499,0,,,,,,
604821.543516073,26549,0,,,,,,
582468.0578748722,26599,0,,,,,,
554839.6155954029,26649,0,,,,,,
588408.333914963,26699,0,,,,,,
586841.8472758519,26749,0,,,,,,
562187.1856469846,26799,0,,,,,,
538173.2642266402,26849,0,,,,,,
531999.3001363565,26899,0,,,,,,
556419.0120593632,26949,0,,,,,,
529331.0932950266,26999,0,,,,,,
554696.1913524069,27049,0,,,,,,
647781.6464510049,27099,0,,,,,,
460818.75263791176,27149,0,,,,,,
470191.74143056705,27199,0,,,,,,
488878.968041666,27249,0,,,,,,
645630.8598523075,27299,0,,,,,,
666472.1803760082,27349,0,,,,,,
547449.9825333192,27399,0,,,,,,
532772.897920791,27449,0,,,,,,
626472.330018034,27499,0,,,,,,
616345.9039750828,27549,0,,,,,,
583611.8341957438,27599,0,,,,,,
632897.2295640851,27649,0,,,,,,
582167.016769346,27699,0,,,,,,
664236.1277134311,27749,0,,,,,,
621197.2460619583,27799,0,,,,,,
636982.7847152757,27849,0,,,,,,
608147.6185411415,27899,0,,,,,,
596528.4306489271,27949,0,,,,,,
659832.9827303503,27999,0,,,,,,
,27999,0,0.010105567052960396,4522.7236328125,578003.6347396863,0.36213117837905884,0.21853289008140564,0.10899575799703598
581461.6763412695,28049,0,,,,,,
615140.0440378336,28099,0,,,,,,
567971.8089490494,28149,0,,,,,,
582701.5484773555,28199,0,,,,,,
560533.6877762093,28249,0,,,,,,
604229.89134497,28299,0,,,,,,
525144.1996523944,28349,0,,,,,,
622099.1984185476,28399,0,,,,,,
599298.2040632619,28449,0,,,,,,
545349.7312671057,28499,0,,,,,,
602845.4745803166,28549,0,,,,,,
601614.3784722796,28599,0,,,,,,
574707.3495763124,28649,0,,,,,,
597859.0042063096,28699,0,,,,,,
554972.9875712262,28749,0,,,,,,
526795.1948433832,28799,0,,,,,,
606363.0790462462,28849,0,,,,,,
565997.215561221,28899,0,,,,,,
621788.6174894999,28949,0,,,,,,
609440.5173050883,28999,0,,,,,,
574048.9527092003,29049,0,,,,,,
617084.7258390498,29099,0,,,,,,
612484.8263658537,29149,0,,,,,,
578685.9828974012,29199,0,,,,,,
691373.3360208881,29249,0,,,,,,
641619.3131045591,29299,0,,,,,,
557234.6765803995,29349,0,,,,,,
592128.9919050033,29399,0,,,,,,
601955.9401864556,29449,0,,,,,,
660954.6471965157,29499,0,,,,,,
609502.8804909689,29549,0,,,,,,
608641.9568533598,29599,0,,,,,,
597218.770797315,29649,0,,,,,,
631567.1824725075,29699,0,,,,,,
490060.0966500836,29749,0,,,,,,
665214.4674497703,29799,0,,,,,,
629035.4177472208,29849,0,,,,,,
595610.4509576968,29899,0,,,,,,
584071.8484969127,29949,0,,,,,,
636612.2623080354,29999,0,,,,,,
563023.2448654171,30049,0,,,,,,
579547.9842897913,30099,0,,,,,,
662730.1751314573,30149,0,,,,,,
636785.4934757737,30199,0,,,,,,
632176.5095263869,30249,0,,,,,,
534546.2966022526,30299,0,,,,,,
606028.7072565577,30349,0,,,,,,
598817.0920964523,30399,0,,,,,,
540222.3675384369,30449,0,,,,,,
538587.4681974059,30499,0,,,,,,
630619.3512747526,30549,0,,,,,,
565825.066847945,30599,0,,,,,,
513249.8984970444,30649,0,,,,,,
526511.8233716588,30699,0,,,,,,
568568.1490267145,30749,0,,,,,,
582689.5770246432,30799,0,,,,,,
626911.8897960671,30849,0,,,,,,
599465.9171946696,30899,0,,,,,,
603160.9446678244,30949,0,,,,,,
593735.3492758605,30999,0,,,,,,
632663.7294792838,31049,0,,,,,,
571096.5954239734,31099,0,,,,,,
627852.3046213562,31149,0,,,,,,
555435.7799931804,31199,0,,,,,,
586140.9738588159,31249,0,,,,,,
597505.6887171984,31299,0,,,,,,
532557.432323766,31349,0,,,,,,
603533.4619965516,31399,0,,,,,,
506564.0767071932,31449,0,,,,,,
460386.6317100517,31499,0,,,,,,
558891.3930366295,31549,0,,,,,,
595767.0510586911,31599,0,,,,,,
572272.4063049473,31649,0,,,,,,
566709.0440144992,31699,0,,,,,,
583864.7742829971,31749,0,,,,,,
474917.0346309553,31799,0,,,,,,
616988.8773340372,31849,0,,,,,,
604455.6830053715,31899,0,,,,,,
570799.3383168072,31949,0,,,,,,
589037.8694997611,31999,0,,,,,,
,31999,0,0.010331138037145138,4468.072265625,571197.0690849065,0.3840566575527191,0.21424704790115356,0.10231886804103851
601706.8098867596,32049,0,,,,,,
597956.3793400922,32099,0,,,,,,
559899.6727833643,32149,0,,,,,,
587248.7304186539,32199,0,,,,,,
555908.4992941213,32249,0,,,,,,
479690.2910451094,32299,0,,,,,,
653047.075903425,32349,0,,,,,,
557906.3777967542,32399,0,,,,,,
557117.0160651515,32449,0,,,,,,
598587.8503693272,32499,0,,,,,,
578279.9456507933,32549,1,,,,,,
570555.4736270687,32599,1,,,,,,
589501.0314576152,32649,1,,,,,,
729818.7499469315,32699,1,,,,,,
674180.3505053951,32749,1,,,,,,
549985.4622023406,32799,1,,,,,,
594794.2042906454,32849,1,,,,,,
588355.7276719316,32899,1,,,,,,
610135.242107336,32949,1,,,,,,
592108.9658162863,32999,1,,,,,,
606036.4213615179,33049,1,,,,,,
563519.0037061137,33099,1,,,,,,
672037.4297724427,33149,1,,,,,,
625915.5093597893,33199,1,,,,,,
591060.1241326517,33249,1,,,,,,
673877.4774489778,33299,1,,,,,,
579620.680813254,33349,1,,,,,,
599422.7342133789,33399,1,,,,,,
572250.3278137895,33449,1,,,,,,
592725.0366882373,33499,1,,,,,,
570788.6604673221,33549,1,,,,,,
595421.5597210886,33599,1,,,,,,
566730.9575136871,33649,1,,,,,,
611451.8762891107,33699,1,,,,,,
585934.3142482786,33749,1,,,,,,
507366.5068229211,33799,1,,,,,,
625965.4615927923,33849,1,,,,,,
600718.7910459392,33899,1,,,,,,
554671.1317696421,33949,1,,,,,,
580623.7567212832,33999,1,,,,,,
507575.76720076334,34049,1,,,,,,
573636.8497361214,34099,1,,,,,,
538822.3443079977,34149,1,,,,,,
578617.1979010539,34199,1,,,,,,
566698.3366105297,34249,1,,,,,,
603628.1440015178,34299,1,,,,,,
601758.2586517704,34349,1,,,,,,
518049.54127347324,34399,1,,,,,,
584731.4662635452,34449,1,,,,,,
554289.3714193688,34499,1,,,,,,
619278.4228731318,34549,1,,,,,,
525669.7104838763,34599,1,,,,,,
568633.7075211675,34649,1,,,,,,
595453.1434980542,34699,1,,,,,,
597961.9367212431,34749,1,,,,,,
533203.8764376191,34799,1,,,,,,
542104.1328117619,34849,1,,,,,,
595774.8281374344,34899,1,,,,,,
594741.7816906892,34949,1,,,,,,
631885.3730456724,34999,1,,,,,,
558552.8733526568,35049,1,,,,,,
604255.3483591506,35099,1,,,,,,
519139.0792176017,35149,1,,,,,,
569461.9897918892,35199,1,,,,,,
542944.7384917794,35249,1,,,,,,
560922.7600466007,35299,1,,,,,,
605683.1289064033,35349,1,,,,,,
681635.446552991,35399,1,,,,,,
638023.0056056171,35449,1,,,,,,
606180.7390422357,35499,1,,,,,,
633038.3662640196,35549,1,,,,,,
